code;code_source;date;nom_saisie;nom_retenu;status;niche;pays;region;ville;lieux dit;utm;utm1;utm10;latitude;longitude;altitude;mode_lecture;precision;precision.m;type_acquisition ;nom_observateur;orga_observateur;nom_bdd;auteur;annee_publication;titre_publication;revue;confidentialite;nom_fournisseur;organisation;Indigenat_population;nb.ind;surface_patch;abondance_rarete;description.hab;corinne;direct_hab;ordre.phyto;association;remarque.hab;comment
ls_5801;348631;27/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CADIERE-D'AZUR;GARRIGUES ;;;;43,22427;5,73498;216;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Garrigues  ;;;;;Fleurs/Spores;
ls_5802;348693;28/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NANS-LES-PINS;LES AUMEDES D_part de la Fabrique par le Gr 9, en direction de l'Huveaune;;;;43,35257;5,77327;498;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;bois mixte, friche  ;;;;;Fleurs/Spores;
ls_5803;348694;28/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NANS-LES-PINS;FRICHE DES AUMEDES ;;;;43,35257;5,77327;498;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;friche  ;;;;;Fleurs/Spores;
ls_5804;348697;28/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;NANS-LES-PINS;HUVEAUNE sentier suivant l'Huveaune;;;;43,35351;5,75918;440;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;sentier garrigues ouvertes  ;;;;;Fleurs/Spores;
ls_5805;348710;01/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;PLAN-D'AUPS-SAINTE-BAUME;SAINTE BAUME Du Petit ST Cassien vers le Grand ST Cassien;;;;43,34651;5,81418;801;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;bois mixte  ;;;;;Fleurs/Spores;
ls_5806;348711;01/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;PLAN-D'AUPS-SAINTE-BAUME;SAINTE BAUME piste avant le Grand ST Cassien- zone ouverte plus ou moins marneuse;;;;43,34404;5,81204;801;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;zone ouverte plus ou moins marneuse  ;;;;;Fan_es;
ls_5807;348713;01/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;PLAN-D'AUPS-SAINTE-BAUME;LE PAS D'Aì ;;;;43,34088;5,81894;993;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;rochers, frutic_es  ;;;;;Fleurs/Spores;
ls_5808;348714;01/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SIGNES;SAINTE BAUME du Pas de Villecroze vers Les B_guines;;;;43,33895;5,81324;965;;Pointage pr_cis;30;Relev_ de terrain;MORVANT Yves;;Silene;;;;;usage_restreint;R_seau des botanistes amateurs;CBN Med;;;;;corniche rocheuse  ;;;;;Fleurs/Spores;
ls_5809;348787;22/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SEILLANS;COL DE LA GLACIERE Piste de la Bouisserette,;;;;43,68612;6,63181;1072;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;bois, frutic_e, piste pouverte sur crête sommitale  ;;;;;Fan_es;
ls_581;456166;1999//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;MONTAUBAN-SUR-L'OUVEZE;;;;;44,28525;5,51252;978;GPS;point;10;export bdd;CORCKET Emmanuel;Universit_ Joseph Fourier;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_5810;348793;22/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SEILLANS;CLOS DE L'ANE-CAMP DE CANJUERS ;;;;43,67595;6,61764;955;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;bois mixte  ;;;;;Fan_es;
ls_5811;348801;24/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;AIGUINES; VALLON   579-663- DEPART DE    D957;;;;43,75124;6,22779;585;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Rochers, garrigues, frutic_es  ;;;;;Fan_es;
ls_5812;348807;24/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;AIGUINES; ;;;;43,74577;6,23381;741;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;SOUS BOIS  ;;;;;Fan_es;
ls_5813;348855;17/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROQUEBRUSSANNE;LA LOUBE ;;;;43,35967;5,98448;678;;Pointage pr_cis;30;Relev_ de terrain;CROUZET Nicolas;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;  ;;;;;;
ls_5814;349379;23/09/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;AMPUS;LA CABRIERE Mont_e par la piste;;;;43,64448;6,37816;982;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;bois mixte  ;;;;;Graines;
ls_5815;349441;14/10/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;FOX-AMPHOUX;CALISSANNE ;;;;43,57101;6,08692;485;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Friche, frutic_e  ;;;;;Feuilles;
ls_5816;358717;01/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MAZAUGUES;LA CRAU DE SARRASIN ;;;;43,35776;5,93714;428;;Pointage pr_cis;30;Relev_ de terrain;BOUYNE Marie-Françoise;;Silene;;;;;usage_restreint;Bureau d'_tudes ECOMED;CBN Med;;;;;  ;;;;;;
ls_5817;359186;15/04/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROQUEBRUSSANNE;MONTAGNE DE LA LOUBE (SENTIER ET4) ;;;;43,36112;5,98506;678;;Pointage pr_cis;30;Relev_ de terrain;MICHAUD Henri;;Silene;;;;;usage_restreint;Bureau d'_tudes ECOMED;CBN Med;;;;;  ;;;;;;
ls_5818;399273;29/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;AUREL;TRAJAN Sud de Trajan;;;;44,11386;5,4302;821;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Chênaie blanche + pinède mixte  ;;;;;;
ls_5819;399316;15/03/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;AURIBEAU;JAS BRƒMOND ;;;;43,81975;5,45739;928;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse _corch_e  ;;;;;;
ls_582;456167;1999//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;MONTAUBAN-SUR-L'OUVEZE;;;;;44,2852;5,51172;978;GPS;point;10;export bdd;CORCKET Emmanuel;Universit_ Joseph Fourier;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_5820;399543;06/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MURS;FREYSSINIéRES ;;;;43,97373;5,20924;636;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Lisière forestière  ;;;;;;
ls_5821;399547;06/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENASQUE;FREYSSINIéRES ;;;;43,97437;5,20764;588;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse  ;;;;;;
ls_5822;399553;06/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENASQUE;COMBE DE VAULONGUE Ouest de la Combe de Vaulongue;;;;43,98298;5,19805;559;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Lisière forestière  ;;;;;;
ls_5823;399555;06/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;VENASQUE;COMBE DE VAULONGUE Est de la Combe de Vaulongue;;;;43,98472;5,20179;563;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse  ;;;;;;
ls_5824;399686;29/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CASENEUVE;BƒRƒGEAY Ouest de B_r_geay, au bord de la D 35;;;;43,88064;5,46607;379;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Friche  ;;;;;;
ls_5825;399714;01/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONDRAGON;SERRE DE PLANOUSSET ;;;;44,24772;4,79034;157;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Taillis mixte  ;;;;;;
ls_5826;399716;01/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONDRAGON;SERRE DE PLANOUSSET ;;;;44,24548;4,79007;157;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse silicicole dans un taillis mixte + pinède de pin maritime et en sous-bois : bruyère ˆ balai  ;;;;;;
ls_5827;399798;07/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAINT-SATURNIN-LES-APT;TUILIéRE (LA) ;;;;43,92926;5,31664;233;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse marneuse  ;;;;;;
ls_5828;399818;08/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MONDRAGON;GRANGES NEUVES (LES) Est des Granges Neuves;;;;44,2544;4,79123;146;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pinède mixte et lande ˆ bruyère  ;;;;;;
ls_5829;399826;10/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEDOIN;LANDƒROTS (LES) ;;;;44,14849;5,23615;872;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Lisière forestière  ;;;;;;
ls_583;456172;1999//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;TRESCHENU-CREYERS;;;;;44,72198;5,53608;679;GPS;point;10;export bdd;CORCKET Emmanuel;Universit_ Joseph Fourier;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_5830;399828;10/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEDOIN;JAS DES LANDƒROTS Est du Jas des Land_rots;;;;44,15073;5,2421;1119;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Lisière forestière  ;;;;;;
ls_5831;399829;10/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEDOIN;JAS DES LANDƒROTS Sud du Jas des Land_rots;;;;44,15032;5,24414;1119;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;ƒboulis  ;;;;;;
ls_5832;399830;10/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEDOIN;LANDƒROTS (LES) Est des Land_rots;;;;44,1489;5,24239;940;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;ƒboulis  ;;;;;;
ls_5833;399831;10/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEDOIN;LANDƒROTS (LES) Est des Land_rots;;;;44,14727;5,24142;872;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse  ;;;;;;
ls_5834;399833;10/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEDOIN;VALLON DE COSTE D'ANTONI Est du Vallon de Coste d'Antoni;;;;44,14317;5,23482;872;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse rocailleuse  ;;;;;;
ls_5835;399879;17/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;MALAUCENE;COMBE OBSCURE ;;;;44,15741;5,1558;604;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse rocailleuse  ;;;;;;
ls_5836;399884;18/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEAUMONT-DU-VENTOUX;SUEIL (LE) ;;;;44,17246;5,17806;692;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse ˆ brome _rig_  ;;;;;;
ls_5837;399926;21/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;AUREL;VENTOURET (LE) Nord du Ventouret;;;;44,13626;5,37585;1086;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse ˆ brome _rig_  ;;;;;;
ls_5838;399992;24/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEAUMONT-DU-VENTOUX;CHAPELLE SAINT-SIDOINE Est de la Chapelle Sainte-Sidoine;;;;44,17718;5,20714;551;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Bord de piste  ;;;;;;
ls_5839;399993;24/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEAUMONT-DU-VENTOUX;CHAPELLE SAINT-SIDOINE Est de la Chapelle Sainte-Sidoine;;;;44,17627;5,20549;551;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Bord de piste  ;;;;;;
ls_584;456176;1999//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;MENGLON;;;;;44,67415;5,48705;671;GPS;point;10;export bdd;CORCKET Emmanuel;Universit_ Joseph Fourier;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_5840;400007;10/01/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;OPPEDE;"MOURRE DE FLAMARIN GPS GG : 43 48 325 - 005 11 442;;";;;;43,80541;5,19069;718;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Rocailles  ;;;;;;
ls_5841;400012;10/01/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;OPPEDE;"MOURRE DE FLAMARIN GPS GG : 43 48 410 - 005 11 492;;";;;;43,80682;5,19153;718;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Rocailles  ;;;;;;
ls_5842;400150;13/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BASTIDE-DES-JOURDANS;"PONT DU DƒROC Nord du Pont du D_roc;GPS GG : 43 47 425 - 005 41 053;";;;;43,79041;5,68421;388;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Pelouse marneuse  ;;;;;;
ls_5843;400173;29/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAULT;AVENS (LES) Nord des Avens;;;;44,12395;5,37839;922;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Lisière forestière  ;;;;;;
ls_5844;400176;29/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAULT;AVENS (LES) Nord des Avens;;;;44,12583;5,37837;998;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Taillis mixte très d_grad_  ;;;;;;
ls_5845;400189;01/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROQUE-SUR-PERNES;CARICHONNE Ouest de Carichonne;;;;43,96773;5,08324;187;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse gypseuse  ;;;;;;
ls_5846;400221;07/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;PERNES-LES-FONTAINES;COSTES ET FONBLANQUE (LES) ;;;;43,97365;5,08727;250;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse  ;;;;;;
ls_5847;400308;19/08/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROQUE-SUR-PERNES;MƒCHANTS (LES) Nord des M_chants;;;;43,97212;5,09533;296;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse  ;;;;;;
ls_5848;400314;23/08/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BASTIDE-DES-JOURDANS;VERRERIE (LA) ;;;;43,80374;5,62255;476;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pinède de pin d'Alep  ;;;;;;
ls_5849;400329;26/08/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;ROQUE-SUR-PERNES;CHAPELLE SAINT-LAUGIER Ouest de Chapelle Saint-Laugier;;;;43,96756;5,10323;327;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pinède de pin d'Alep  ;;;;;;
ls_585;456186;1999//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;LAVAL-D'AIX;;;;;44,7197;5,42515;729;GPS;point;10;export bdd;CORCKET Emmanuel;Universit_ Joseph Fourier;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_5850;400341;02/09/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEAUCET;PISTE DU ROCHER Bord de la Piste du Rocher;;;;43,95618;5,14152;510;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Taillis de chêne vert  ;;;;;;
ls_5851;400435;03/05/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GARGAS;"COMBES (LES) GPS GG : 43 53 147 - 005 18 749;;;";;;;43,88578;5,31248;269;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Marnes _rod_es ˆ faible recouvrement v_g_tal  ;;;;;;
ls_5852;400519;17/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;GRAMBOIS;"PƒGARESSE Sud-ouest de P_garesse;GPS GG : 43 45 891 - 005 37 020;;;";;;;43,76485;5,61699;423;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Peuplement mixte : chêne blanc, pin d'Alep, chêne vert  ;;;;;;
ls_5853;400555;27/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAINT-SATURNIN-LES-APT;"LAYS (LES) Ouest des Lays;GPS GG : 43 58 584 - 005 23 562;;;";;;;43,97641;5,39269;913;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Chênaie verte claire rocailleuse  ;;;;;;
ls_5854;400633;03/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEAUMONT-DE-PERTUIS;"CARABELLE Nord-est de Carabelle;GPS GG : 43 45 967 - 005 40 341;;;";;;;43,7661;5,67233;435;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Pelouse sur marne  ;;;;;;
ls_5855;400642;03/07/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;BEAUMONT-DE-PERTUIS;"CARABELLE Nord-ouest de Carabelle;GPS GG : 43 45 886 - 005 40 013;;";;;;43,76476;5,66686;435;;Pointage pr_cis;30;Relev_ de terrain;GUENDE Georges;;Silene;;;;;usage_restreint;Parc Naturel R_gional du Luberon;CBN Med;;;;;Pinède de pin d'Alep  ;;;;;;
ls_5856;400668;09/09/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;METHAMIS;BASTIDES (LES) Sud-ouest des Bastides;;;;44,00929;5,2058;247;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Bord de piste  ;;;;;;
ls_5857;400732;23/09/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;METHAMIS;BASTIDES (LES) Sud des Bastides;;;;44,00534;5,21187;377;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Bord de piste  ;;;;;;
ls_5858;400853;25/10/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;CHEVAL-BLANC;ROUCAS (LE) ;;;;43,80446;5,16537;680;;Pointage pr_cis;30;Relev_ de terrain;ROUX Jean-Pierre;;Silene;;;;;usage_restreint;Conservatoire Botanique National M_diterran_en de Porquerolles (CBNMed);CBN Med;;;;;Pelouse rocailleuse  ;;;;;;
ls_5859;989162;22/06/07;;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;;SAINT-PIERRE; ;;;;43,91946;6,91799;819;;Pointage pr_cis;30;Relev_ de terrain;VAN ES J_r_mie;;Silene;;;;;usage_restreint;CBN Alpin;CBN Med;;;;;Lisière d'une pinède de Pinus sylvestris sur marne (relev_ vrac)  ;;;;;;
ls_586;456204;1999//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;MARIGNAC-EN-DIOIS;;;;;44,81633;5,30443;738;GPS;point;10;export bdd;CORCKET Emmanuel;Universit_ Joseph Fourier;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
