code;code_source;date;nom_saisie;nom_retenu;status;niche;pays;region;ville;lieux dit;utm;utm1;utm10;latitude;longitude;altitude;mode_lecture;precision;precision.m;type_acquisition ;nom_observateur;orga_observateur;nom_bdd;auteur;annee_publication;titre_publication;revue;confidentialite;nom_fournisseur;organisation;Indigenat_population;nb.ind;surface_patch;abondance_rarete;description.hab;corinne;direct_hab;ordre.phyto;association;remarque.hab;comment
ls_106;387866;06/09/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;MONTFURON;;;;;43,84171;5,67516;627;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1060;622172;02/05/06;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;FORCALQUIER;;;;;43,97025;5,77765;619;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1061;622174;02/05/06;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;FORCALQUIER;;;;;43,97246;5,77761;619;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1062;622178;02/05/06;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;FORCALQUIER;;;;;43,96867;5,74832;686;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1063;622181;02/05/06;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;FORCALQUIER;;;;;43,96987;5,74699;686;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1064;622403;23/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;LE POET-LAVAL;;;;;44,55749;5,01781;790;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1065;622756;24/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;SAHUNE;;;;;44,4215;5,27153;358;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1066;622760;25/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;SEDERON;;;;;44,19521;5,57961;1085;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1067;622847;29/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;GRANE;;;;;44,71209;4,88959;391;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1068;623463;22/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;VALDROME;;;;;44,47215;5,59056;1615;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1069;623466;22/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;VALDROME;;;;;44,46832;5,60288;1614;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_107;387869;23/07/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;CERESTE;;;;;43,83541;5,62739;490;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1070;623486;22/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;SAINT-PIERRE;;;;;43,91947;6,918;819;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1071;623490;22/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;SAINT-PIERRE;;;;;43,92288;6,91693;819;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1072;623506;22/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;LA ROCHETTE;;;;;43,92555;6,89876;1259;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1073;623539;25/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;LA JAVIE;;;;;44,16937;6,36549;826;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1074;623540;25/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;LA JAVIE;;;;;44,17004;6,36555;826;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1075;623572;25/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;42;LE VERNET;;;;;44,24896;6,37087;1251;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1076;623603;28/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;LE PEGUE;;;;;44,46561;5,08723;1160;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1077;623605;28/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;TEYSSIERES;;;;;44,45818;5,10111;1311;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1078;623609;28/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;TEYSSIERES;;;;;44,45568;5,10119;1311;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1079;623612;28/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;ROUSSET-LES-VIGNES;;;;;44,44784;5,10235;1091;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_108;387870;23/07/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;CERESTE;;;;;43,83742;5,62846;490;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1080;623618;29/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;MONTAUBAN-SUR-L'OUVEZE;;;;;44,27124;5,55753;1268;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1081;623619;29/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;MONTAUBAN-SUR-L'OUVEZE;;;;;44,26843;5,5639;1340;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1082;623636;29/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;LA ROCHE-SUR-LE-BUIS;;;;;44,24659;5,37285;987;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1083;623808;04/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;JONCHERES;;;;;44,54938;5,40859;953;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1084;623871;10/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;MONTCLAR;;;;;44,41815;6,33406;1317;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1085;623873;10/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;MONTCLAR;;;;;44,41556;6,33314;1354;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1086;623877;10/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;MONTCLAR;;;;;44,41782;6,32956;1323;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1087;623927;07/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;51;SERRES;;;;;44,42938;5,72016;763;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1088;623928;07/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;51;SERRES;;;;;44,42865;5,72188;763;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1089;623978;18/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;BARLES;;;;;44,27002;6,19878;1821;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_109;387873;07/08/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;CERESTE;;;;;43,83565;5,57856;456;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1090;626987;24/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;BARLES;;;;;44,27353;6,29252;1178;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1091;626988;24/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;BARLES;;;;;44,27308;6,29195;1178;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1092;628363;18/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;42;SIMIANE-LA-ROTONDE;;;;;43,97806;5,59334;612;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1093;628366;18/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;42;SIMIANE-LA-ROTONDE;;;;;43,97845;5,59229;612;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1094;628371;30/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;BEVONS;;;;;44,18714;5,87237;749;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1095;628375;30/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;BEVONS;;;;;44,19412;5,86064;760;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1096;628409;05/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;LES OMERGUES;;;;;44,17305;5,57218;1166;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1097;628413;05/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;LES OMERGUES;;;;;44,16862;5,56869;1166;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1098;628463;05/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;26;BARRET-DE-LIOURE;;;;;44,15847;5,56376;1238;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1099;635016;17/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;51;LA ROCHE-DES-ARNAUDS;;;;;44,57972;5,99375;1063;GPS;point;10;export bdd;VAN ES J_r_mie;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_11;;08/06/13;Linum suffruticosum L.;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;FR;34;Mas-de-Londres;Les Courrèges//;;;;43,79774;3,75997;179;GPS;point;30;export_bdd;David Delon <david.delon@...> (http://www.tela-botanica.org/profil:17);;plant_data_tela;;;;;libre;en ligne;Tela botanica;;;;;;;;;;;
ls_110;387875;23/08/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;40;DAUPHIN;;;;;43,88828;5,78616;470;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1100;636246;26/04/06;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;42;SIGONCE;;;;;44,00806;5,84027;544;GPS;point;10;export bdd;GARRAUD Luc;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1101;637018;2002//;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;42;LES THUILES;;;;;44,39701;6,56069;1208;GPS;point;10;export bdd;EVIN Michèle;R_seau botanistes CBNA;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1102;639321;13/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LANS-EN-VERCORS;;;;;45,08557;5,61459;1752;GPS;point;10;export bdd;BONNET V_ronique;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1103;639323;03/08/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,03911;5,59955;1717;GPS;point;10;export bdd;BONNET V_ronique;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1104;640354;25/05/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;SAINT-MICHEL-LES-PORTES;;;;;44,87309;5,60465;855;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1105;640569;06/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;GRESSE-EN-VERCORS;;;;;44,85982;5,55734;1187;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1106;640591;06/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;GRESSE-EN-VERCORS;;;;;44,86941;5,55642;1141;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1107;640592;06/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;GRESSE-EN-VERCORS;;;;;44,86928;5,55718;1141;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1108;640595;06/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;GRESSE-EN-VERCORS;;;;;44,87698;5,56173;1348;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1109;640609;12/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;GRESSE-EN-VERCORS;;;;;44,86427;5,55707;1187;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_111;387877;07/08/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;MANOSQUE;;;;;43,86719;5,77638;514;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1110;640610;12/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;GRESSE-EN-VERCORS;;;;;44,86522;5,557;1187;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1111;640665;13/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,02399;5,62367;1042;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1112;640757;27/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,01055;5,58723;1539;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1113;640764;27/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,01035;5,58531;1539;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1114;640769;27/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,01288;5,58735;1539;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1115;640773;27/06/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,01394;5,5885;1539;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1116;640909;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;CHATEAU-BERNARD;;;;;44,9973;5,57901;1589;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1117;640910;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;CHATEAU-BERNARD;;;;;44,99803;5,57928;1589;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1118;640911;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;44,99857;5,57952;1589;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1119;640913;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;44,99911;5,57919;1589;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_112;387881;27/08/91;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;41;SAINT-MARTIN-LES-EAUX;;;;;43,87195;5,73837;586;GPS;point;10;export bdd;VARESE Paolo;Ass InternatIonale deÊPhytosociologie;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1120;640916;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;LE GUA;;;;;45,00016;5,57836;1951;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1121;640927;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;CHATEAU-BERNARD;;;;;44,99828;5,57407;1413;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1122;640928;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;CHATEAU-BERNARD;;;;;44,99828;5,57373;1413;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1123;640930;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;CHATEAU-BERNARD;;;;;44,99777;5,57287;1413;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
ls_1124;640931;12/07/07;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978;na;0;;38;CHATEAU-BERNARD;;;;;44,9982;5,57263;1413;GPS;point;10;export bdd;VILLARET Jean-Charles;CBN Alpin;pifh;;;;;usage restreint;Genis;CBN Alpin;;;;;;;;;;;
