"code.pop";"sp.name";"date";"x";"y";"precision";"source"
"4053";"ls_4647";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.02281;44.58176;30;"CBN Med"
"4054";"ls_4648";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.02752;44.585;30;"CBN Med"
"4055";"ls_4649";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.04319;44.62524;30;"CBN Med"
"4056";"ls_465";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/06/97";5.54935;44.8391;10;"CBN Alpin"
"4057";"ls_4650";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.02147;44.59383;30;"CBN Med"
"4058";"ls_4651";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.04663;44.61138;30;"CBN Med"
"4059";"ls_4652";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.04441;44.61363;30;"CBN Med"
"4060";"ls_4653";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00231;44.64783;30;"CBN Med"
"4061";"ls_4654";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00246;44.65107;30;"CBN Med"
"4062";"ls_4655";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00491;44.65142;30;"CBN Med"
"4063";"ls_4656";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00591;44.64621;30;"CBN Med"
"4064";"ls_4657";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00423;44.64675;30;"CBN Med"
"4065";"ls_4658";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00481;44.64549;30;"CBN Med"
"4066";"ls_4659";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.0011;44.64288;30;"CBN Med"
"4067";"ls_466";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/07/97";5.53345;44.96739;10;"CBN Alpin"
"4068";"ls_4660";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00145;44.64198;30;"CBN Med"
"4069";"ls_4661";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.00276;44.64098;30;"CBN Med"
"4070";"ls_4662";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2001/0/0";6.03331;44.60759;30;"CBN Med"
"4071";"ls_4663";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/05/01";6.04198;43.98379;30;"CBN Med"
"4072";"ls_4664";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/05/01";6.04198;43.98379;30;"CBN Med"
"4073";"ls_4665";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/06/01";5.97154;43.72898;30;"CBN Med"
"4074";"ls_4666";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"19/06/01";6.5031;43.83072;30;"CBN Med"
"4075";"ls_4667";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/01";6.64038;43.79835;30;"CBN Med"
"4076";"ls_4668";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/01";6.66459;43.80991;30;"CBN Med"
"4077";"ls_4669";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/01";6.64013;43.84771;30;"CBN Med"
"4078";"ls_467";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/07/97";5.52846;44.97209;10;"CBN Alpin"
"4079";"ls_4670";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/01";6.44684;44.32348;30;"CBN Med"
"4080";"ls_4671";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/07/01";6.65811;44.32406;30;"CBN Med"
"4081";"ls_4672";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/10/01";6.47989;44.0992;30;"CBN Med"
"4082";"ls_4673";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"06/10/01";6.13218;43.85055;30;"CBN Med"
"4083";"ls_4674";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/06/01";1.64925;44.18906;30;"CBN Med"
"4084";"ls_4675";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/07/02";2.66393;42.35065;30;"CBN Med"
"4085";"ls_4676";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/07/02";2.48007;42.34669;30;"CBN Med"
"4086";"ls_4677";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/07/02";6.94554;43.74088;30;"CBN Med"
"4087";"ls_4678";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"14/06/02";5.70408;43.4183;30;"CBN Med"
"4088";"ls_4679";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/02/02";5.4681;43.40595;30;"CBN Med"
"4089";"ls_468";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54645;44.98929;10;"CBN Alpin"
"4090";"ls_4680";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/06/02";5.80842;43.45247;30;"CBN Med"
"4091";"ls_4681";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/06/02";5.80672;43.44947;30;"CBN Med"
"4092";"ls_4682";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/04/02";6.42104;43.83344;30;"CBN Med"
"4093";"ls_4683";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/04/02";6.41923;43.82868;30;"CBN Med"
"4094";"ls_4684";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/04/02";6.42626;43.83261;30;"CBN Med"
"4095";"ls_4685";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"06/05/02";6.3997;43.78111;30;"CBN Med"
"4096";"ls_4686";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"05/05/02";6.6317;43.80883;30;"CBN Med"
"4097";"ls_4687";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/05/02";6.53494;43.84889;30;"CBN Med"
"4098";"ls_4688";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/05/02";6.53846;43.85144;30;"CBN Med"
"4099";"ls_4689";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/05/02";6.55066;43.81125;30;"CBN Med"
"4100";"ls_469";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54024;44.98557;10;"CBN Alpin"
"4101";"ls_4690";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"13/05/02";6.53123;43.81168;30;"CBN Med"
"4102";"ls_4691";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"14/05/02";6.53577;43.92656;30;"CBN Med"
"4103";"ls_4692";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"14/05/02";6.53481;43.93259;30;"CBN Med"
"4104";"ls_4693";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/05/02";6.33657;43.78117;30;"CBN Med"
"4105";"ls_4694";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/05/02";6.33517;43.78205;30;"CBN Med"
"4106";"ls_4695";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/05/02";6.49637;43.84602;30;"CBN Med"
"4107";"ls_4696";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/05/02";6.48535;43.84912;30;"CBN Med"
"4108";"ls_4697";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/05/02";6.48372;43.84962;30;"CBN Med"
"4109";"ls_4698";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/05/02";6.48016;43.84985;30;"CBN Med"
"4110";"ls_4699";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/05/02";6.3183;43.8442;30;"CBN Med"
"4111";"ls_47";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"08/06/99";6.55801;43.99651;10;"CBN Alpin"
"4112";"ls_470";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54098;44.98623;10;"CBN Alpin"
"4113";"ls_4700";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/05/02";6.32119;43.84664;30;"CBN Med"
"4114";"ls_4701";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/05/02";6.37988;43.80874;30;"CBN Med"
"4115";"ls_4702";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/05/02";6.37517;43.80919;30;"CBN Med"
"4116";"ls_4703";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/05/02";6.38133;43.8021;30;"CBN Med"
"4117";"ls_4704";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"26/05/02";6.37814;43.80017;30;"CBN Med"
"4118";"ls_4705";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/05/02";6.26223;43.90429;30;"CBN Med"
"4119";"ls_4706";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/05/02";6.66368;43.81311;30;"CBN Med"
"4120";"ls_4707";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";6.40176;43.85701;30;"CBN Med"
"4121";"ls_4708";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/05/02";6.36094;43.87058;30;"CBN Med"
"4122";"ls_4709";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/05/02";6.28369;43.78126;30;"CBN Med"
"4123";"ls_471";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54265;44.98804;10;"CBN Alpin"
"4124";"ls_4710";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/05/02";6.28419;43.78382;30;"CBN Med"
"4125";"ls_4711";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/05/02";6.24385;43.81797;30;"CBN Med"
"4126";"ls_4712";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/05/02";6.24508;43.81851;30;"CBN Med"
"4127";"ls_4713";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"03/05/02";6.2454;43.81505;30;"CBN Med"
"4128";"ls_4714";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/05/02";6.2426;43.8463;30;"CBN Med"
"4129";"ls_4715";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"27/05/02";6.24913;43.84966;30;"CBN Med"
"4130";"ls_4716";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/02";6.74724;44.30961;30;"CBN Med"
"4131";"ls_4717";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/02";6.74628;44.30769;30;"CBN Med"
"4132";"ls_4718";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/06/02";6.74842;44.30751;30;"CBN Med"
"4133";"ls_4719";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.74953;44.30878;30;"CBN Med"
"4134";"ls_472";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54402;44.98891;10;"CBN Alpin"
"4135";"ls_4720";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/07/02";6.74605;44.30672;30;"CBN Med"
"4136";"ls_4721";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/02";6.74702;44.30934;30;"CBN Med"
"4137";"ls_4722";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/07/02";6.74684;44.30763;30;"CBN Med"
"4138";"ls_4723";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/07/02";6.75192;44.30127;30;"CBN Med"
"4139";"ls_4724";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/07/02";6.76073;44.29973;30;"CBN Med"
"4140";"ls_4725";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/07/02";6.75754;44.30028;30;"CBN Med"
"4141";"ls_4726";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/07/02";6.75526;44.30041;30;"CBN Med"
"4142";"ls_4727";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"21/07/02";6.7483;44.30789;30;"CBN Med"
"4143";"ls_4728";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/08/02";6.62712;44.31699;30;"CBN Med"
"4144";"ls_4729";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63981;44.266;30;"CBN Med"
"4145";"ls_473";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54528;44.98947;10;"CBN Alpin"
"4146";"ls_4730";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.6397;44.26706;30;"CBN Med"
"4147";"ls_4731";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63981;44.26766;30;"CBN Med"
"4148";"ls_4732";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63828;44.26894;30;"CBN Med"
"4149";"ls_4733";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63855;44.27028;30;"CBN Med"
"4150";"ls_4734";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63565;44.27143;30;"CBN Med"
"4151";"ls_4735";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63637;44.27268;30;"CBN Med"
"4152";"ls_4736";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63807;44.27289;30;"CBN Med"
"4153";"ls_4737";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"01/07/02";6.63828;44.27171;30;"CBN Med"
"4154";"ls_4738";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/07/02";6.63953;44.27578;30;"CBN Med"
"4155";"ls_4739";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/07/02";6.63356;44.28067;30;"CBN Med"
"4156";"ls_474";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54653;44.99019;10;"CBN Alpin"
"4157";"ls_4740";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/08/02";6.65149;44.27607;30;"CBN Med"
"4158";"ls_4741";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/08/02";6.62254;44.27977;30;"CBN Med"
"4159";"ls_4742";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"15/08/02";6.65235;44.28504;30;"CBN Med"
"4160";"ls_4743";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"16/08/02";6.6612;44.28094;30;"CBN Med"
"4161";"ls_4744";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"11/06/02";6.40027;43.80372;30;"CBN Med"
"4162";"ls_4745";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.32254;43.84306;30;"CBN Med"
"4163";"ls_4746";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.32375;43.84378;30;"CBN Med"
"4164";"ls_4747";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.32336;43.84612;30;"CBN Med"
"4165";"ls_4748";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.32435;43.85518;30;"CBN Med"
"4166";"ls_4749";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.32455;43.86356;30;"CBN Med"
"4167";"ls_475";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54631;44.9918;10;"CBN Alpin"
"4168";"ls_4750";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.32535;43.86258;30;"CBN Med"
"4169";"ls_4751";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/04/02";6.39237;43.78556;30;"CBN Med"
"4170";"ls_4752";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/02";6.46433;43.86648;30;"CBN Med"
"4171";"ls_4753";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/02";6.46665;43.87284;30;"CBN Med"
"4172";"ls_4754";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/02";6.46597;43.87363;30;"CBN Med"
"4173";"ls_4755";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/02";6.46682;43.87922;30;"CBN Med"
"4174";"ls_4756";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"18/06/02";6.46437;43.86872;30;"CBN Med"
"4175";"ls_4757";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/02";6.42683;43.83891;30;"CBN Med"
"4176";"ls_4758";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/02";6.42772;43.84198;30;"CBN Med"
"4177";"ls_4759";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/02";6.42555;43.8436;30;"CBN Med"
"4178";"ls_476";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54691;44.9929;10;"CBN Alpin"
"4179";"ls_4760";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"12/06/02";6.42525;43.84415;30;"CBN Med"
"4180";"ls_4761";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"04/09/02";6.25243;43.82652;30;"CBN Med"
"4181";"ls_4762";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/07/02";6.24692;43.84784;30;"CBN Med"
"4182";"ls_4763";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/07/02";6.24349;43.84677;30;"CBN Med"
"4183";"ls_4764";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"22/07/02";6.23191;43.84384;30;"CBN Med"
"4184";"ls_4765";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"10/06/02";6.10105;43.74452;30;"CBN Med"
"4185";"ls_4766";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.88575;43.74872;30;"CBN Med"
"4186";"ls_4767";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.88663;43.75223;30;"CBN Med"
"4187";"ls_4768";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.88624;43.74885;30;"CBN Med"
"4188";"ls_4769";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.88685;43.74801;30;"CBN Med"
"4189";"ls_477";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54777;44.99424;10;"CBN Alpin"
"4190";"ls_4770";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.88764;43.74064;30;"CBN Med"
"4191";"ls_4771";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.88895;43.73969;30;"CBN Med"
"4192";"ls_4772";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.89065;43.73937;30;"CBN Med"
"4193";"ls_4773";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.89149;43.74317;30;"CBN Med"
"4194";"ls_4774";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.89199;43.7488;30;"CBN Med"
"4195";"ls_4775";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/05/02";5.89241;43.7516;30;"CBN Med"
"4196";"ls_4776";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/05/02";5.97883;43.73914;30;"CBN Med"
"4197";"ls_4777";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/05/02";5.99198;43.73092;30;"CBN Med"
"4198";"ls_4778";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/05/02";5.85258;43.72565;30;"CBN Med"
"4199";"ls_4779";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/05/02";5.85269;43.72527;30;"CBN Med"
"4200";"ls_478";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54328;44.99111;10;"CBN Alpin"
"4201";"ls_4780";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/05/02";5.85316;43.72333;30;"CBN Med"
"4202";"ls_4781";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/05/02";5.85345;43.72157;30;"CBN Med"
"4203";"ls_4782";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"02/10/02";6.39767;44.45286;30;"CBN Med"
"4204";"ls_4783";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/02";6.56786;44.39137;30;"CBN Med"
"4205";"ls_4784";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/02";6.56864;44.3916;30;"CBN Med"
"4206";"ls_4785";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/05/02";6.43876;43.94872;30;"CBN Med"
"4207";"ls_4786";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/04/02";5.58066;43.87323;30;"CBN Med"
"4208";"ls_4787";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"29/09/02";6.35441;44.04298;30;"CBN Med"
"4209";"ls_4788";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/03/02";5.85154;43.72176;30;"CBN Med"
"4210";"ls_4789";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/09/02";5.56187;44.129;30;"CBN Med"
"4211";"ls_479";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54469;44.9917;10;"CBN Alpin"
"4212";"ls_4790";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/06/02";5.62959;43.98287;30;"CBN Med"
"4213";"ls_4791";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"08/09/02";6.1506;44.14636;30;"CBN Med"
"4214";"ls_4792";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"20/07/02";6.47778;44.09389;30;"CBN Med"
"4215";"ls_4793";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/06/02";5.83186;43.89479;30;"CBN Med"
"4216";"ls_4794";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"17/07/02";6.56644;44.3914;30;"CBN Med"
"4217";"ls_4795";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"28/04/02";5.72211;43.98176;30;"CBN Med"
"4218";"ls_4796";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/08/02";5.98658;44.08801;30;"CBN Med"
"4219";"ls_4797";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/08/02";5.98691;44.08994;30;"CBN Med"
"4220";"ls_4798";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"30/08/02";5.9745;44.0855;30;"CBN Med"
"4221";"ls_4799";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"25/06/02";6.18977;44.63496;30;"CBN Med"
"4222";"ls_48";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"09/06/99";6.49519;44.08023;10;"CBN Alpin"
"4223";"ls_480";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54452;44.99218;10;"CBN Alpin"
"4224";"ls_4800";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/08/02";5.98302;44.0896;30;"CBN Med"
"4225";"ls_4801";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.56069;44.397;30;"CBN Med"
"4226";"ls_4802";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"23/08/02";5.98265;44.12403;30;"CBN Med"
"4227";"ls_4803";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.00537;44.61714;30;"CBN Med"
"4228";"ls_4804";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.0084;44.61876;30;"CBN Med"
"4229";"ls_4805";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.00873;44.61911;30;"CBN Med"
"4230";"ls_4806";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.00774;44.61912;30;"CBN Med"
"4231";"ls_4807";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";5.97352;44.62559;30;"CBN Med"
"4232";"ls_4808";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";5.97502;44.63127;30;"CBN Med"
"4233";"ls_4809";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";5.9775;44.63297;30;"CBN Med"
"4234";"ls_481";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"24/07/97";5.54534;44.9923;10;"CBN Alpin"
"4235";"ls_4810";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.02499;44.59562;30;"CBN Med"
"4236";"ls_4811";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.02341;44.59958;30;"CBN Med"
"4237";"ls_4812";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.02696;44.64926;30;"CBN Med"
"4238";"ls_4813";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.02612;44.65089;30;"CBN Med"
"4239";"ls_4814";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.025;44.64899;30;"CBN Med"
"4240";"ls_4815";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.02472;44.64828;30;"CBN Med"
"4241";"ls_4816";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.01022;44.62559;30;"CBN Med"
"4242";"ls_4817";"Linum suffruticosum subsp. appressum (Caball.) Rivas Mart., 1978";"2002/0/0";6.00975;44.62479;30;"CBN Med"
